,unique_dates,unique_users,unique_meals,Protein_average_sum,Calories_average_sum,Sodium_average_sum,Sugar_average_sum,Fat_average_sum,Carbs_average_sum,Fiber_average_sum,Protein_average_dif,Calories_average_dif,Sodium_average_dif,Sugar_average_dif,Fat_average_dif,Carbs_average_dif,Fiber_average_dif
0,2014-09-14,56,58,6.245841035120148,136.23105360443623,215.7216117216117,6.989051094890511,5.641176470588236,13.127118644067796,1.3450134770889488,58.267857142857146,693.4821428571429,676.1785714285714,21.946428571428573,26.785714285714285,87.67857142857143,10.142857142857142
1,2014-09-15,280,223,6.949937027707809,126.00124378109453,181.6229674796748,5.273216031280548,4.787349014621742,12.824838709677419,1.381948986265533,51.35,596.4678571428572,651.1714285714286,25.589285714285715,26.821428571428573,79.975,7.239285714285714
2,2014-09-16,279,246,7.175121163166398,128.07584,183.3759521218716,4.897581060216161,4.616699539776463,13.330019880715707,1.5029860650298605,47.45161290322581,553.010752688172,644.1182795698925,22.25448028673835,23.99283154121864,75.25806451612904,6.917562724014337
3,2014-09-17,274,253,7.27998674618953,132.67468688200395,185.93870601589103,4.899328859060403,4.967643051771117,13.420027341079972,1.5299727520435968,50.481751824817515,550.7883211678832,648.4014598540145,22.259124087591243,25.536496350364963,71.85401459854015,7.737226277372263
4,2014-09-18,382,328,6.989593188268685,127.45809792843691,183.88836477987422,4.790322580645161,4.833858840650012,13.187240283549254,1.6432584269662922,47.1413612565445,519.2460732984293,640.2931937172775,19.709424083769633,24.845549738219894,69.2434554973822,7.638743455497382
5,2014-09-19,452,341,6.944834710743802,134.21263071560386,196.24303457536087,4.9504950495049505,5.187208809826345,13.718366483283962,1.484251968503937,48.43805309734513,532.9314159292036,692.1061946902655,20.141592920353983,25.241150442477878,68.66150442477876,6.634955752212389
6,2014-09-20,515,339,6.9426862215360865,144.9181208053691,210.93252487562188,4.957107075767063,5.675154167495524,14.639801980198019,1.476984126984127,50.93980582524272,560.6019417475728,700.0213592233009,20.75728155339806,24.485436893203882,76.57087378640777,7.918446601941747
7,2014-09-21,712,445,6.818443804034582,139.18426444474798,196.6140193215008,4.896914285714286,5.348293926093728,13.92867231638418,1.5721754284054603,50.12359550561798,551.4831460674158,675.8047752808989,20.042134831460675,26.02247191011236,74.99016853932584,7.747191011235955
8,2014-09-22,1171,739,6.866145319262015,124.26329285768158,175.047261009667,4.741262389149713,4.727308202606728,12.9712080277885,1.5385128376125374,47.75491033304868,531.4833475661827,667.5807002561913,19.287788215200685,23.906917164816395,70.21007685738685,6.70196413321947
9,2014-09-23,1373,852,6.714413322273974,123.7961763211382,175.24094407388404,4.743988528568277,4.672999802774308,12.941096246265749,1.5166644177573876,46.23597960670065,503.78732702112165,642.5367807720321,19.23889293517844,22.365622723962126,68.51056081573198,6.702840495265841
10,2014-09-24,1346,841,6.587881987987592,124.13863398007341,172.1363875170747,4.768069896743447,4.618615363771847,13.000201436916672,1.5228104759222754,48.23997028231798,506.6768202080238,682.1679049034175,18.709509658246656,23.22065378900446,69.48959881129272,6.405646359583953
11,2014-09-25,1344,832,6.586587380244467,123.39171535482177,169.9543757776856,4.6708117443868735,4.647312117338357,12.900844730490748,1.5298507462686568,47.75,531.2470238095239,681.5565476190476,22.117559523809526,23.436011904761905,71.44940476190476,6.553571428571429
12,2014-09-26,1334,803,6.641701828410689,131.04915171402638,178.64246242263485,4.68576909243496,4.873877756230697,13.406994207251662,1.4842011570983533,50.595952023988005,567.1574212893553,723.5509745127437,19.44902548725637,24.843328335832084,74.90104947526237,7.29160419790105
13,2014-09-27,1298,739,6.89414017617771,142.75731772219265,200.94261886980334,4.975287656903766,5.456151272274531,14.245131640442436,1.4953821656050956,54.63251155624037,598.0647149460709,729.1317411402157,21.61864406779661,27.284283513097073,81.05701078582435,8.218027734976888
14,2014-09-28,1370,789,6.867569546120059,138.577650554388,200.02058378881264,4.920086393088553,5.47243623307652,14.085533184190902,1.4739042899179184,53.63430656934307,563.4744525547445,735.1627737226278,19.98978102189781,25.673722627737227,75.98175182481752,7.6
15,2014-09-29,1897,1098,6.606593813669198,121.96315475917694,171.64411957233253,4.7457382953181275,4.573513436924385,12.863229435200376,1.5389944576405383,46.86188719030047,512.4464944649446,672.4317343173432,18.94043226146547,23.460200316288876,70.7248286768582,6.665260938323669
16,2014-09-30,1934,1129,6.643518309477582,122.1188605108055,172.87804179788148,4.796964534613598,4.556410961415086,12.691695991956491,1.5174878490422186,46.32936918304033,501.41726990692865,680.936918304033,19.094105480868667,22.894002068252327,69.85108583247157,6.758531540847984
17,2014-10-01,1908,1103,6.759508189200349,125.0743396568939,180.40013097576949,4.712238147739802,4.682147701230064,12.885408461146378,1.5124235474006116,46.672955974842765,497.90932914046124,686.9659329140461,19.20649895178197,22.600104821802937,70.63626834381552,6.637840670859539
18,2014-10-02,1969,1162,6.703425833860616,124.56069880702381,176.18447566340288,4.687485805132864,4.650727172312224,12.954601676668652,1.5854514415781487,47.59573387506349,510.9527679024886,675.860843067547,19.585068562722196,22.79431183341798,71.11630269172169,6.90655154900965
19,2014-10-03,1973,1069,6.7301255230125525,132.30084154844914,184.82845825716026,4.792608480448771,4.959627021128856,13.682213868829756,1.5354602723023776,50.439432336543334,564.5712113532692,706.8129751647238,20.329954384186518,24.540800810947797,76.16218955904714,7.252407501267106
20,2014-10-04,1833,998,6.920710123618145,144.27848169515286,197.55623879067383,4.942594296228151,5.584074708515224,14.410186776035028,1.5010994097905335,53.274413529732676,603.4446262956901,724.9023458810693,21.958537915984724,27.743589743589745,82.2367703218767,7.642116748499728
21,2014-10-05,1862,1032,6.8648192135128,138.87285438514112,195.15512534127575,4.656443368307775,5.4859132297803965,14.016779066630699,1.435767707875055,51.82599355531686,573.2841031149302,732.1600429645542,21.308807733619762,26.616004296455426,76.66165413533835,7.605263157894737
22,2014-10-06,2559,1382,6.659173669467787,123.38903520931522,176.59715956558063,4.686594524274141,4.556872797180391,12.947389043242858,1.5610224586288417,46.35834310277452,534.3196561156702,688.293864790934,19.433763188745605,23.611957796014067,69.98358733880423,6.8300117233294255
23,2014-10-07,2640,1419,6.566980543981102,122.4044856167723,173.74435079373288,4.806154371196178,4.5234375,12.843856257083806,1.520443281938326,46.98371212121212,516.9477272727273,660.325,19.788257575757576,23.012878787878787,70.09621212121212,6.672727272727273
24,2014-10-08,2594,1417,6.534412955465587,122.37914691943128,170.3287800777556,4.699895676364901,4.581369248035915,12.88874897903621,1.5218671152228764,46.77525057825752,514.2474942174248,645.0377794911334,19.276407093292214,23.011565150346954,69.6615265998458,6.648804934464148
25,2014-10-09,2633,1378,6.834159908853294,123.78739922364885,174.865551067513,4.735256633066852,4.6676292722701636,12.89324522260449,1.510298769771529,49.990125332320545,526.5510824154957,669.8123813140904,18.921382453475122,23.635017090770983,70.70034181541968,6.6695784276490695
26,2014-10-10,2648,1378,6.673569913349873,131.44716719422414,189.14732650739478,4.846658822072212,4.940306141087933,13.6309615455112,1.5438111600806752,49.25,583.3734894259819,766.284743202417,20.129909365558913,25.272658610271904,77.79380664652568,7.297205438066465
27,2014-10-11,2462,1260,6.771874748450455,140.6600725880429,191.41575982588657,4.790673575129533,5.319166359579086,14.102675818981462,1.4686800894854586,53.60804224207961,613.6945572705117,732.418765231519,20.627132412672623,26.889926888708366,80.64012997562956,7.479285134037368
28,2014-10-12,2471,1258,6.7046326003599654,138.10350558497277,196.44314371074935,5.0410525607376,5.264722288628576,14.020694605048048,1.4570135746606334,52.60866046135168,592.4751112909753,809.980574666127,21.693241602590046,26.473897207608257,78.9364629704573,7.285714285714286
29,2014-10-13,3132,1594,6.712721121591788,124.44951868629671,175.42044835723362,4.845467470706477,4.6719967199672,13.118992135158754,1.5809443507588532,46.773627075351214,530.918901660281,658.2857598978288,19.868773946360154,23.76787994891443,72.21743295019157,6.787356321839081
30,2014-10-14,3240,1715,6.572970386517093,122.19982144732697,174.862439747868,4.776746282109058,4.520545720318337,12.95038374229813,1.540018241933645,46.269444444444446,518.4700617283951,680.9333333333333,19.24104938271605,22.769444444444446,70.44938271604939,6.465123456790123
31,2014-10-15,3166,1706,6.565006041964188,122.58621063472275,174.63421663942182,4.702805295805944,4.567471431772351,12.89647386759582,1.549742207640028,46.64971572962729,520.8850284270372,695.5341124447252,19.499368288060644,23.513265950726467,70.61718256475048,6.593809222994315
32,2014-10-16,3077,1632,6.653533079321095,125.31933994528043,181.5058435308676,4.64886397167306,4.712913459843723,13.068993839835729,1.5256914566687154,47.26876828079298,540.3704907377315,686.5602859928501,20.187195320117,23.35099122521937,73.54696132596685,6.417614559636009
33,2014-10-17,2881,1455,6.740029639387453,132.66543149683082,186.269989615784,4.886035403203147,5.020523517932844,13.747805989147183,1.5235327473773745,50.70426935091982,607.0676848316557,736.0853870183964,20.898299201666088,25.82297813259285,78.41166261714682,7.072544255466852
34,2014-10-18,2545,1292,6.832421950746558,160.70741421568627,250.2533325142822,5.589736859373975,5.307349050270505,16.156103147336413,1.7347571189279731,53.58781925343811,820.279764243615,1097.682514734774,24.997249508840863,26.967387033398822,101.16070726915521,8.633398821218075
35,2014-10-19,2506,1229,6.757325724861197,136.25924656229765,194.92733394551576,4.916569124723631,5.288600118133491,14.02215239591516,1.4759279071681344,52.615722266560255,574.7122905027933,756.9465283320031,21.54908220271349,26.109337589784516,80.57023144453312,7.239425379090184
36,2014-10-20,3321,1741,6.626994839221913,121.63714964866912,171.87057392179895,4.718557064738049,4.549947452100569,12.825291672254258,1.5636784464265552,46.43450767841012,528.6946702800361,644.5820535983138,19.659138813610358,23.313760915386933,71.67871123155676,6.56519120746763
37,2014-10-21,3255,1759,6.608994610667162,122.26409005037783,173.28444990260016,4.671508229157299,4.531275320045373,12.998386315959335,1.5702730030333671,46.57757296466974,514.0783410138249,679.5658986175115,19.14347158218126,23.408909370199694,70.01658986175116,6.559447004608295
38,2014-10-22,3194,1682,6.55716814159292,123.79368534193202,173.22025240384616,4.74112240635009,4.623928303876141,13.00427267965929,1.5420160777282979,47.16280525986224,517.7695679398873,665.9683782091421,19.62398246712586,22.97526612398247,71.24859110832811,6.6559173450219165
39,2014-10-23,3088,1617,6.631928472861086,125.2815572493129,180.31667881216978,4.799028745217306,4.754843800227944,13.13697633118868,1.519434628975265,48.273316062176164,536.2218264248704,681.7665155440415,20.352331606217618,24.087435233160623,72.85848445595855,6.594559585492228
40,2014-10-24,2873,1456,6.709460793995655,131.67610257076927,183.79651314077543,4.854595106726857,4.933311003182046,13.642460529836768,1.5411542761319172,50.67072746258267,585.7107553080403,720.8005569091542,20.643230073094326,25.82909850330665,79.34041072050123,7.234946049425687
41,2014-10-25,2485,1247,6.812829278101749,141.4838196708277,187.00679839888176,4.8820832192718315,5.287067663032382,14.038624143167919,1.4334349593495934,56.28169014084507,623.0712273641851,719.010060362173,22.327565392354124,27.190744466800805,82.51267605633802,7.989134808853119
42,2014-10-26,2468,1199,6.686052435631148,135.08127564052944,192.61190152171224,4.8431346981353505,5.217154011632539,13.933155080213904,1.469784594753164,53.0952188006483,579.8606158833063,775.6977309562399,22.793354943273908,26.292544570502432,82.89424635332253,7.475283630470016
43,2014-10-27,3245,1691,6.589702831586605,121.82506589983225,173.1362037547146,4.624087924115287,4.576418016832525,12.81622729135364,1.5328091576573972,46.82280431432974,512.586748844376,686.0335901386749,19.180277349768875,22.791063174114022,70.8939907550077,6.628659476117103
44,2014-10-28,3228,1676,6.66870055887038,132.7213521517569,171.53416734501522,4.595818014705882,4.621443661005789,12.795289408022812,1.531497418244406,47.16294919454771,642.5721809169764,675.4550805452293,19.306691449814128,23.636926889714992,72.1003717472119,6.659231722428748
45,2014-10-29,3106,1624,6.657271125760073,124.6857760799955,174.83126506561914,4.659184965188179,4.71047762229675,13.000604995534557,1.5385537834272696,46.481004507405025,524.3783000643915,676.0553766902768,20.037990985189953,23.84803605924018,71.2430779137154,6.71249195106246
46,2014-10-30,2947,1555,6.700784977682007,125.92029933379978,177.56383338977312,4.874835379023336,4.7102841762643965,13.2489375,1.5324455992205261,49.333220223956566,564.7889379029522,683.9009161859518,20.097387173396676,24.483542585680354,77.29317950458093,7.00848320325755
47,2014-10-31,2549,1287,6.597607892431341,136.49197195838988,186.9272981687656,5.024161605492474,5.702197759603085,13.814344516930724,1.5204514528135755,53.37504903883876,632.5394272263633,757.5339348764221,21.415849352687328,33.088269909768535,83.66535896429973,7.706943899568458
48,2014-11-01,2361,1198,6.864455016566137,142.97048326825376,202.91462925851704,4.975102820211516,5.478929188255613,14.246968840989092,1.4670520231213873,53.442185514612454,604.2219398559932,798.7132570944515,21.010165184243963,27.412537060567555,82.15374841168996,8.002541296060992
49,2014-11-02,2450,1208,6.852472057595163,137.09196712932018,185.17502807937103,4.8865185387131955,5.274680203045685,13.615500162390386,1.398392750277849,54.31673469387755,574.5861224489796,709.5481632653061,20.28326530612245,26.181632653061225,78.58244897959183,7.619183673469387
50,2014-11-03,3311,1695,6.617913981323162,120.90064277721393,170.5687307138449,4.627073420198337,4.553876760942037,12.744665490133162,1.5418161115855393,48.645122319540924,529.8450619148293,670.2201751736635,18.979160374509213,23.27544548474781,71.48988221081244,6.634249471458774
51,2014-11-04,3224,1654,6.641934263163585,122.54322701187775,170.66143934898702,4.639204153839085,4.601900041305246,12.82482092378626,1.526962061975094,47.10918114143921,517.1051488833747,676.2202233250621,19.26985111662531,22.57227047146402,70.87127791563276,6.589640198511166
52,2014-11-05,3166,1661,6.677091455942965,123.94470007990522,175.94927916120577,4.590461771385314,4.679611098476234,12.890375314647736,1.5431469035045606,46.96493998736576,521.9191408717625,697.7691092861655,18.92008843967151,23.61813013265951,71.23341756159192,6.497473152242577
53,2014-11-06,3081,1577,6.648966355897851,125.47522374403111,178.4872355944566,4.753565652109984,4.768664439253718,13.100429108864331,1.5394329577813544,46.85199610516066,530.4745212593314,670.9178838039597,20.10873093151574,23.77961700746511,73.07237909769556,6.798117494320026
54,2014-11-07,2870,1418,6.849512787255978,133.51041598212527,187.94242535167075,4.749310829817159,5.003324625979578,13.643447621628948,1.5693927241478087,49.86271777003484,569.4979094076655,727.1759581881533,20.169337979094077,25.49651567944251,76.01080139372823,7.067595818815331
55,2014-11-08,2494,1213,6.789906616332208,140.7350857862427,191.51648080832973,4.880545614153555,5.354502947753608,14.13357693869265,1.457403305503493,53.90497193263833,604.9354450681636,757.1375300721733,21.444266238973537,27.36327185244587,81.66559743384121,7.486367281475541
56,2014-11-09,2496,1229,6.814243787908433,136.12137632078029,188.88179465056083,4.81084144552607,5.240364989794693,13.81589690226527,1.4456836018174308,52.14302884615385,562.4851762820513,749.9370993589744,20.42948717948718,26.41346153846154,75.40544871794872,7.3850160256410255
57,2014-11-10,3245,1650,6.700739016269186,122.60895841690065,181.13619553666314,4.723101777059774,4.551461455659518,12.88293568892925,1.5373550147828066,48.35254237288136,523.9738058551618,751.0936825885979,19.377503852080125,23.392604006163328,70.7768875192604,6.364560862865948
58,2014-11-11,3139,1583,6.624405527891232,123.76767229449212,172.38408562530157,4.598104714522625,4.662314285714285,12.970966274242166,1.5260327403817742,47.05511309334183,506.89582669640015,643.4354890092386,18.841669321439948,22.5393437400446,69.99936285441224,6.501752150366359
59,2014-11-12,3124,1640,6.622727145378645,123.29070024910047,173.01625484812828,4.759703548862179,4.638910305833976,13.008017741385192,1.5479857819905214,47.08450704225352,512.8245838668374,685.5653008962868,19.043533930857876,23.603072983354675,69.3274647887324,6.649807938540333
60,2014-11-13,3022,1543,6.671980416741298,125.30692806603774,176.10048974311587,4.66343419983753,4.701287213274768,13.17066149510621,1.6171321920453083,46.991727332892125,524.8186631369954,673.5,19.07379219060225,23.862673726009266,71.14460622104566,6.641958967571145
61,2014-11-14,2783,1402,6.710726737298176,131.728661908113,182.6802879525725,4.692749626565552,4.876823114674777,13.46388382256788,1.558385183041528,49.81494789795185,554.7229608336328,729.9468199784405,19.363636363636363,24.41178584261588,74.29284944304707,6.962270930650377
62,2014-11-15,2500,1204,6.814263164285425,142.59927927927927,197.11639805576874,4.928561791689153,5.359633863485752,14.22154648132059,1.480488869489306,53.2784,598.104,733.844,20.8456,26.398,79.6348,7.4556
63,2014-11-16,2478,1139,6.832839476907274,137.9450154363203,191.37887590973028,4.871887523815781,5.256825525040388,14.00687757909216,1.4684715855029842,49.132768361581924,541.6836158192091,723.2389023405973,20.580306698950768,24.789749798224374,73.79176755447942,7.016949152542373
64,2014-11-17,3181,1655,6.667492277293852,121.90968593586712,171.653555613441,4.655976132761514,4.532563562937262,12.838618426635739,1.582588894727623,47.03803835271927,510.15844074190505,672.9380697893744,18.57654825526564,22.910091166299907,69.21439798805407,6.499214083621503
65,2014-11-18,3112,1619,6.6165373369320735,123.08749861157392,171.0031026044398,4.612102515424774,4.64059761528516,12.923386751221184,1.5710050400237177,47.07358611825193,507.3107326478149,680.9232005141388,18.713688946015424,23.534383033419022,68.70244215938304,6.385282776349614
66,2014-11-19,3008,1559,6.589720998531571,123.89803489652773,182.50227512984327,4.630988837301195,4.584878530988827,12.980887719088352,1.5425499042086397,48.601063829787236,515.4261968085107,722.5558510638298,19.122672872340427,23.017287234042552,70.45212765957447,6.642952127659575
67,2014-11-20,2902,1497,6.676694757714711,125.58294853368399,179.14586943963027,4.827051464017242,4.648666540571212,13.18033148474918,1.550834403080873,48.829772570640934,527.1946933149552,688.4824259131633,19.963473466574776,23.680565127498276,71.15196416264645,6.655065472088215
68,2014-11-21,2663,1329,6.674496882086168,132.43894758939192,182.42232318808846,4.784379896348078,4.983667435823478,13.653592176956662,1.5967251981921908,50.570409312805104,565.9019902365753,715.1892602328202,19.679309049943672,25.22305670296658,75.39279008636876,7.140818625610214
69,2014-11-22,2410,1194,6.757615894039735,140.04093327875563,198.19705483433444,4.737868829534331,5.236659912191827,13.952004731927838,1.5386671264764205,53.49253112033195,606.0605809128631,769.6551867219918,21.56058091286307,26.952282157676347,80.92655601659752,7.509958506224066
70,2014-11-23,2370,1151,6.703483881458596,134.56369248035915,187.08008071126804,4.740712868577684,5.168308227114716,13.546716386989848,1.4578179646848077,50.58396624472574,535.4523206751055,710.1556962025317,20.956540084388184,24.940084388185653,74.073417721519,7.20168776371308
71,2014-11-24,2920,1539,6.557771225339697,122.34603041300501,170.55990358712606,4.656715645695364,4.565399534522886,12.865195927182969,1.5806037251123957,48.14041095890411,527.1208904109589,686.7256849315069,19.354109589041094,23.51164383561644,70.35684931506849,6.402397260273973
72,2014-11-25,2733,1414,6.658664468260511,124.55796393933477,172.93661358865393,4.680396128741841,4.665716202616571,13.068017656500803,1.5828362921900216,48.6260519575558,536.0585437248445,717.7647274057812,19.191730698865715,23.81888035126235,70.78668130259788,6.736919136480059
73,2014-11-26,2477,1244,6.715939140765722,131.1156661230991,179.26308174584037,4.861190538081622,4.927890625,13.606032155850253,1.5321746160064673,51.535324989907146,581.937424303593,721.8029874848608,21.293096487686718,25.847799757771497,76.89382317319338,7.015744852644328
74,2014-11-27,2000,910,6.299393326592518,150.47127414673207,182.84465086483024,5.04580797836376,4.867218849675893,14.015794363580056,1.3876079117036388,60.4715,722.655,890.975,22.7055,30.9045,91.431,7.9825
75,2014-11-28,2090,1064,6.865724553224553,145.6336053768603,198.30370029172425,4.846877534468775,5.257640421878833,14.198783262439411,1.496430071398572,54.147846889952156,618.4325358851675,747.2976076555024,20.754545454545454,26.511004784688996,78.33062200956938,7.520574162679426
76,2014-11-29,2097,1026,6.689489142471953,142.7312538633446,199.52469847122993,4.905354720293672,5.307763626604206,14.206697063293621,1.5141578180303976,54.580352885073914,605.9928469241773,766.3180734382452,22.424415832141154,26.97711015736767,80.24606580829757,7.874582737243681
77,2014-11-30,2165,1052,6.750195160031225,136.03461433633143,191.4557544389332,4.710236822001528,5.136816151842203,13.562983088958635,1.5014070351758795,52.47713625866051,565.9981524249423,736.2443418013856,20.744110854503464,25.397228637413395,77.19769053117783,6.966281755196305
78,2014-12-01,3062,1564,6.6819645261370955,123.52355702364395,176.40886610100276,4.646148555708391,4.573049178365111,12.961882941053947,1.569962453066333,47.56303069888961,523.7635532331809,676.3928804702808,19.155127367733506,23.29653821032005,70.57935989549314,6.707380796864794
79,2014-12-02,3021,1522,6.717672413793103,124.72241837121764,179.84387351778656,4.672669386130734,4.6797143373711805,13.125209983201344,1.5791571753986333,47.59616021185038,521.7027474346243,690.2671300893744,19.674611055941742,23.53922542204568,70.70109235352533,6.572989076464747
80,2014-12-03,2966,1520,6.649766830084897,124.91211906449327,176.68035381750465,4.685204460966543,4.6369407312458035,13.142072523137612,1.5406824146981628,48.613283884018884,514.987862440998,685.7768037761294,18.68610923803102,22.987525286581253,69.2906271072151,6.662508428860418
81,2014-12-04,2867,1478,6.759576021072006,125.78848925371264,177.40149786727508,4.689634896028225,4.679680682589445,13.06574962953418,1.5016648907831647,49.72096267875828,543.6452738053715,699.7645622602023,19.68433903034531,23.670387164283223,73.25985350540635,6.749215207534007
82,2014-12-05,2638,1302,6.754640603916706,132.67061406666187,185.4020283744516,4.750291500460264,4.924996292451431,13.659296296296297,1.5177154944473823,50.86656557998484,571.1637604245641,737.6379833206975,19.736542835481426,25.586429112964368,76.38893100833965,7.089840788476118
83,2014-12-06,2347,1156,7.075542226278959,145.37401608487338,204.35,5.0170822126917205,5.56009360649947,14.515558698727016,1.4745855847605092,52.53941201533873,585.839795483596,768.115892628888,21.650617809970175,26.71623348956114,79.92543672773753,7.603323391563698
84,2014-12-07,2309,1125,6.849417249417249,136.19064928553522,189.7160633484163,4.904023440291574,5.404776247848537,13.925452425171684,1.4735163861824623,50.97444781290602,541.4365526201819,721.9592897358164,20.380684278908618,26.47509744478129,74.09571242962322,7.2130792550887834
85,2014-12-08,2959,1472,6.70839393939394,123.6807537012113,176.83459000942506,4.8660160618074615,4.611903879416852,12.896704513985046,1.5168949187252017,48.18790131801284,535.6549509969584,700.1635687732341,20.57080094626563,23.6752281176073,72.55559310577898,6.800270361608652
86,2014-12-09,2890,1468,6.685600444773907,124.46765198841993,173.76719881106476,4.654127535931095,4.6866381210251244,13.10905903712515,1.5110313662945243,47.73737024221453,519.9927335640139,688.3491349480969,19.097923875432524,23.04083044982699,69.9719723183391,6.654325259515571
87,2014-12-10,2819,1417,6.712127032910744,129.96715663031452,180.85634721525338,4.670800569950921,4.803233180927498,13.474917910205143,1.52675746319989,48.801702731465056,562.6133380631429,705.3398368215679,18.897126640652715,23.961688542036182,72.67470734302944,6.6729336644200075
88,2014-12-11,2685,1357,6.728561620322691,128.82964346349746,181.4454054054054,4.735596170583116,4.84270490079226,13.28675288360713,1.487479982530208,48.59851024208566,534.7303538175047,685.6294227188082,19.713966480446928,23.75195530726257,72.43500931098697,6.797020484171322
89,2014-12-12,2491,1233,6.898253755997797,136.12141469102215,188.55309679812092,4.791301460823373,5.133073898740271,13.779842229607977,1.5113913751017087,52.096748293857885,585.8137294259334,743.0052187876355,20.228823765556,25.53392211963067,77.36290646326776,7.287836210357286
90,2014-12-13,2214,1019,6.926674148896371,144.07246175886132,195.83004962054875,4.917524141206269,5.509538344143457,14.274260397313133,1.4900891972249752,54.74616079494128,626.9268292682926,751.1255645889793,22.67208672086721,26.67479674796748,85.8048780487805,7.836043360433604
91,2014-12-14,2259,1083,6.901793681956095,138.78635041001675,194.91956430666107,4.656226807184207,5.328999409010319,13.844710905209611,1.451127098321343,53.23019034971226,569.4488711819389,723.9986719787516,21.207613988490483,25.875608676405488,77.98539176626826,7.401505090748119
92,2014-12-15,2790,1448,6.620249869859448,123.86768537880006,171.03970768601798,4.878844669826921,4.6388188453881884,13.059786028949025,1.503139074655384,49.63046594982079,553.7985663082437,686.1082437275986,20.586021505376344,24.05483870967742,74.17670250896057,6.927956989247312
93,2014-12-16,2685,1365,6.733892799133731,126.38868856837607,177.048283546453,4.740560362115396,4.814596069491936,13.199032623237624,1.5370959756701323,49.75307262569832,548.1631284916201,688.1743016759776,19.726256983240223,24.094227188081938,73.47895716945996,7.061080074487895
94,2014-12-17,2591,1333,6.659184183291103,128.58577523890122,176.3673560899053,4.587975028789623,4.8039772727272725,13.18626989017362,1.4854865393292225,49.57854110382092,544.9409494403706,695.7888846005403,19.6163643380934,23.419529139328446,74.1945194905442,6.930528753377074
95,2014-12-18,2478,1285,6.798401489873516,132.7825570251102,192.01782238442823,4.954219931731477,4.952862618041013,13.649575685810143,1.5,74.43260694108152,583.6109765940274,773.9749798224375,28.961662631154155,33.142453591606134,111.86319612590799,6.976190476190476
96,2014-12-19,2271,1132,6.956871280092387,139.178038285915,190.92246136865342,4.780405145189864,5.281362979031091,13.856368563685637,1.4674398707101435,53.343901365037425,607.1202113606341,752.6715103478643,21.27168648172611,26.396301188903568,80.57287538529282,7.345662703654778
97,2014-12-20,2035,993,6.8990565080653345,143.13605578688606,192.8842708988058,4.930545897079277,5.437184115523466,14.349654706890284,2.2740813220265275,56.39262899262899,640.3257985257985,777.1488943488944,21.887469287469287,28.043243243243243,85.48648648648648,11.675184275184275
98,2014-12-21,2008,1016,6.912626288267249,142.30981179422835,195.43210664963678,4.7563934712402895,5.494358762032916,14.092703193975591,1.398753894080997,53.55926294820717,602.9611553784861,748.7236055776892,20.39890438247012,26.92828685258964,80.09013944223108,7.5129482071713145
99,2014-12-22,2295,1217,6.809846637179116,131.36197246394573,180.39909677419354,4.708159365933055,5.002113449995773,13.420687042182369,1.4839077435762518,74.33071895424837,570.4566448801743,702.9564270152506,27.666666666666668,33.66143790849673,112.21786492374727,7.207407407407407
100,2014-12-23,2146,1109,6.919000651344561,137.51494940202392,188.49615806805707,4.921397729090037,5.265826410770553,13.934315589353613,1.4870783191951076,81.32898415657036,632.2003727865797,737.6407269338304,30.856477166821996,36.61696178937558,123.52003727865797,7.7022367194780985
101,2014-12-24,1770,867,6.759738627795929,154.3901621017328,188.3921306465476,5.115832176790861,5.374287361475883,14.30699166132136,1.4158982956132997,119.00169491525423,776.4050847457627,816.2141242937853,42.21186440677966,51.49039548022599,179.78870056497175,8.349152542372881
102,2014-12-25,1418,707,9.927289970757924,199.1541106595811,208.05797450084196,5.385637951257657,9.126229115037173,18.02565757624657,1.997603244837758,88.72496473906911,1032.2023977433005,970.12341325811,24.535260930888576,61.54513399153738,122.43723554301833,10.874471086036671
103,2014-12-26,1913,963,8.55505593331871,160.1634188589369,208.8552708945821,5.067896874448173,7.224041578182631,15.862735243200984,1.848473703567488,70.96184004181913,790.9660219550444,801.2488238369053,22.468897020386827,43.71719811813905,100.40198640878202,9.175640355462624
